Country,Vaccine,Recommendations
united-arab-emirates,Rabies,"Rabid dogs are commonly found in the United Arab Emirates. However, if you are bitten or scratched by a dog or other mammal while in the United Arab Emirates, rabies treatment is often available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to the United Arab Emirates."
united-arab-emirates,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
united-arab-emirates,Yellow Fever,"Required if traveling from a country with risk of YF virus transmission and ≥9 months of age, including transit >12 hours in an airport located in a country with risk of YF virus transmission.


Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
easter-island,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
easter-island,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Easter Island.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
easter-island,Hepatitis B,Recommended for unvaccinated travelers of all ages to Easter Island.
easter-island,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
easter-island,Rabies,"Easter Island is free of dog rabies. However, rabies may still be present in wildlife species, particularly bats. CDC recommends rabies vaccination before travel only for people working directly with wildlife. These people may include veterinarians, animal handlers, field biologists, or laboratory workers working with specimens from mammalian species."
easter-island,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
ecuador,Routine vaccines,"Make sure you are up-to-date on all routine vaccines before every trip. Some of these vaccines include
Chickenpox (Varicella)
    Diphtheria-Tetanus-Pertussis
    Flu (influenza)
    Measles-Mumps-Rubella (MMR)
    Polio"
ecuador,Hepatitis A,"Recommended for unvaccinated travelers one year old or older going to Ecuador.
Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series.
Travelers allergic to a vaccine component or who are younger than 6 months should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given.
Unvaccinated travelers who are over 40 years old, immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin."
ecuador,Hepatitis B,Recommended for unvaccinated travelers of all ages to Ecuador.
ecuador,Malaria,"CDC recommends that travelers going to certain areas of Ecuador take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take.
Find country-specific information about malaria."
ecuador,Measles,Infants 6 to 11 months old traveling internationally should get 1 dose of measles-mumps-rubella (MMR) vaccine before travel. This dose does not count as part of the routine childhood vaccination series.
ecuador,Rabies,"Rabid dogs are commonly found in Ecuador. However, if you are bitten or scratched by a dog or other mammal while in Ecuador, rabies treatment is often available. 
Consider rabies vaccination before your trip if your activities mean you will be around dogs or wildlife.
Travelers more likely to encounter rabid animals include
Campers, adventure travelers, or cave explorers (spelunkers)
    Veterinarians, animal handlers, field biologists, or laboratory workers handling animal specimens
    Visitors to rural areas
Since children are more likely to be bitten or scratched by a dog or other animals, consider rabies vaccination for children traveling to Ecuador."
ecuador,Typhoid,"Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas."
ecuador,Yellow Fever,"Required if traveling from Brazil, Democratic Republic of the Congo, or Uganda and ≥1 year of age  including transit >12 hours in an airport located in any of these countries.

Recommended for all travelers ≥9 months of age traveling to areas <2,300 m (7,546 ft) in elevation in the following provinces east of the Andes Mountains: Morona-Santiago, Napo, Orellana, Pastaza, Sucumbios, and Zamora-Chinchipe (Map 2-11).Generally not recommended for travelers whose itineraries are limited to areas <2,300 m (7,546 ft) in elevation in the following provinces west of the Andes mountains: Esmeraldas,* Guayas, Los Rios, Santa Elena, Santo Domingo de los Tsachilas, and designated areas of Azuay, Bolivar, Canar, Carchi, Chimborazo, Cotopaxi, El Oro, Imbabura, Loja, Pichincha, and Tungurahua (Map 2-11).Not recommended for travelers whose itineraries are limited to all areas >2,300 m (7,546 ft) in elevation, the cities of Guayaquil and Quito, or the Galápagos Islands (Map 2-11).
*The CDC vaccination recommendation for Esmeraldas Province differs from that published on the WHO International Travel and Health website.

Note: Yellow fever vaccine availability in the United States is currently limited. Travelers may need to schedule appointments well in advance and visit a clinic some distance away. Find the nearest clinic that has vaccine."
